idacr;leader;plad_id;archigos_id;startdate;enddate;startyear;endyear;adm0;adm1;adm2;country;continent;latitude;longitude;geoname;geo_precision;foreign_leader;ethnicity1;ethnicity2;ethnicity_geoepr1;ethnicity_geoepr2;ethnicitysource1;ethnicitysource2;ethnicity_precision;entry;exit;gender;yrborn;birthdate;uid;id_0;id_1;id_2;gid_0;gid_1;gid_2;edu_name;edu_r;birthplace_comment;ethnicity_comment
BRA;Rousseff;BRA_2011_1;8250bb59-1e42-11e4-b4cd-db5882bf8def;01jan2011;12may2016;2011;2016;Brazil;Minas Gerais;Belo Horizonte;Brazil;Americas;-20;-44;Belo Horizonte;1;0;Bulgarian, Portuguese;.;Whites;.;http://www2.planalto.gov.br/conheca-a-presidencia/presidencia/presidenta/perfil/president-dilma-rousseff;http://ethnicelebs.com/dilma-rousseff;1;Regular;Regular;F;1947;14dec1947;23876;33;13;1606;BRA;BRA.13_1;BRA.13.65_1;.;7;.;.
BRA;Michel Temer;BRA_2016_1;.;12may2016;31dec2018;2016;2018;Brazil;São Paulo;Tietê;Brazil;Americas;-23;-48;Tietê;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1940;23sep1940;25910;33;25;5258;BRA;BRA.25_1;BRA.25.610_1;PhD in law;8;.;.
BRA;Jair Bolsonaro;BRA_2018_1;.;31dec2018;31dec2020;2018;2020;Brazil;São Paulo;Glicério;Brazil;Americas;-21;-50;Glicério;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1955;21mar1955;24789;33;25;4845;BRA;BRA.25_1;BRA.25.197_1;Military degree (artillery officer);6;.;.
BRU;Hassanal Bolkiah;BRU_1967_1;824c8911-1e42-11e4-b4cd-db5882bf8def;04oct1967;31dec2020;1967;2020;Brunei;Brunei and Muara;Kianggeh;Brunei;Asia;5;115;Bandar Seri Begawan;1;0;Malay;.;Bumiputera (Muslims);.;https://ethnicelebs.com/hassanal-bolkiah;.;2;Regular;Still in Office;M;1946;15jul1946;263609;36;2;12;BRN;BRN.2_1;BRN.2.4_1;.;6;.;.
BUI;Buyoya;BUI_1987_1;8232c8b7-1e42-11e4-b4cd-db5882bf8def;03sep1987;10jul1993;1987;1993;Burundi;Bururi;Rutovu;Burundi;Africa;-4;30;Rutovu;1;0;Tutsi;.;Tutsi;.;https://www.bbc.com/news/world-africa-46418790;https://www.news24.com/Africa/News/burundi-issues-international-arrest-warrant-for-ex-president-buyoya-20181139;1;Irregular;Regular;M;1949;24nov1949;166441;39;4;39;BDI;BDI.4_1;BDI.4.8_1;Military degree;6;.;.
BUI;Ndadaye;BUI_1993_1;8232c8b8-1e42-11e4-b4cd-db5882bf8def;10jul1993;21oct1993;1993;1993;Burundi;Mwaro;Nyabihanga;Burundi;Africa;-3;30;Murama;1;0;Hutu;.;Hutu;.;https://www.britannica.com/biography/Melchior-Ndadaye;https://ewn.co.za/2018/11/27/burundi-ex-military-officers-face-prosecution-for-melchior-ndadaye-assassination;1;Regular;Irregular;M;1953;.;164430;39;14;110;BDI;BDI.14_1;BDI.14.5_1;Degrees in education and banking;6;.;.
BUI;Ngueze;BUI_1993_2;8232c8b9-1e42-11e4-b4cd-db5882bf8def;21oct1993;27oct1993;1993;1993;Burundi;Bujumbura Mairie;Roherero;Burundi;Africa;-3;29;Bujumbura;1;0;Hutu;.;Hutu;.;https://books.google.ge/books?id=F4-dAwAAQBAJ&pg=PA359&lpg=PA359&dq=Fran%C3%A7ois+Ngeze+ethnic+hutu&source=bl&ots=up994oAgOP&sig=ACfU3U1iHglazhETWom4XiSnGTmvUqyltA&hl=en&sa=X&ved=2ahUKEwjY3cH4t7HpAhUOLewKHeEjANgQ6AEwAnoECAoQAQ#v=onepage&q=Fran%C3%A7ois%20Ngeze%20ethnic%20hutu&f=false;https://www.refworld.org/docid/3ae6a6c00.html;1;Irregular;Regular;M;1953;.;163745;39;2;19;BDI;BDI.2_1;BDI.2.14_1;.;.;.;.
BUI;Kinigi;BUI_1993_3;8232f988-1e42-11e4-b4cd-db5882bf8def;27oct1993;05feb1994;1993;1994;Burundi;Bujumbura Rural;Mugongomanga;Burundi;Africa;-3;30;Mugoyi;1;0;Tutsi;.;Tutsi;.;https://books.google.ge/books?id=EOQRTUpw3rsC&pg=PA80&lpg=PA80&dq=Sylvie+Kinigi+ethnic+tutsi&source=bl&ots=khzvbzCFA_&sig=ACfU3U2av9jDkwdboBHUUJ8vLSLsqqLbHQ&hl=en&sa=X&ved=2ahUKEwjt3ejIsrHpAhWJjqQKHWesDPkQ6AEwBHoECAoQAQ#v=onepage&q=Sylvie%20Kinigi%20ethnic%20tutsi&f=false;https://books.google.ge/books?id=leXGAAAAQBAJ&pg=PA68&lpg=PA68&dq=Sylvie+Kinigi+ethnic+tutsi&source=bl&ots=kzfyLBG5UH&sig=ACfU3U09FTcagzn4aEeluKabRAEY7SDj7w&hl=en&sa=X&ved=2ahUKEwjt3ejIsrHpAhWJjqQKHWesDPkQ6AEwBXoECAwQAQ;1;Regular;Regular;F;1953;.;164351;39;3;26;BDI;BDI.3_1;BDI.3.7_1;Degree in economics;6;.;.
BUI;Ntarymira;BUI_1994_1;8232f989-1e42-11e4-b4cd-db5882bf8def;05feb1994;06apr1994;1994;1994;Burundi;Bujumbura Rural;Mubimbi;Burundi;Africa;-3;29;Mageyo;1;0;Hutu;.;Hutu;.;https://www.independent.co.uk/news/people/obituary-cyprien-ntaryamira-1368521.html;https://www.msn.com/en-ie/news/newsireland/i-lost-my-husband-siblings-and-mother-cork-based-woman-who-survived-rwandan-genocide-pays-tribute-on-25th-anniversary/ar-BBVHqMM;1;Regular;Irregular;M;1955;.;163080;39;3;25;BDI;BDI.3_1;BDI.3.6_1;Degree in agriculture;6;.;.
BUI;Ntibantunganya;BUI_1994_2;8232f98a-1e42-11e4-b4cd-db5882bf8def;06apr1994;25jul1996;1994;1996;Burundi;Gitega;Gitega;Burundi;Africa;-3;30;Gitega;1;0;Hutu;.;Hutu;.;http://news.bbc.co.uk/2/hi/africa/1283930.stm;http://edition.cnn.com/WORLD/9607/22/burundi.aftermath/;1;Regular;Irregular;M;1956;08may1956;164191;39;7;58;BDI;BDI.7_1;BDI.7.6_1;.;7;.;.
BUI;Buyoya;BUI_1996_1;8232c8b7-1e42-11e4-b4cd-db5882bf8def;25jul1996;30apr2003;1996;2003;Burundi;Bururi;Rutovu;Burundi;Africa;-4;30;Rutovu;1;0;Tutsi;.;Tutsi;.;https://www.bbc.com/news/world-africa-46418790;https://www.news24.com/Africa/News/burundi-issues-international-arrest-warrant-for-ex-president-buyoya-20181139;1;Irregular;Regular;M;1949;24nov1949;166441;39;4;39;BDI;BDI.4_1;BDI.4.8_1;Military degree;6;.;.
BUI;Ndayizeye;BUI_2003_1;8232f98b-1e42-11e4-b4cd-db5882bf8def;30apr2003;26aug2005;2003;2005;Burundi;Kayanza;.;Burundi;Africa;-3;30;Murango;4;0;Hutu;.;Hutu;.;https://reliefweb.int/report/burundi/factbox-fall-and-rise-burundi;http://news.bbc.co.uk/2/hi/africa/4223731.stm;1;Regular;Regular;M;1953;.;.;39;9;.;BDI;BDI.9_1;BDI.9.3_1;.;6;.;.
BUI;Nkurunziza;BUI_2005_1;8253c8a7-1e42-11e4-b4cd-db5882bf8def;26aug2005;08jun2020;2005;2020;Burundi;Bujumbura Mairie;Roherero;Burundi;Africa;-3;29;Bujumbura;1;0;Hutu;Tutsi;Hutu;Tutsi;https://www.france24.com/en/20180516-burundi-referendum-nkurunziza-constitution-president-until-2034-fidh-human-rights;https://www.gisreportsonline.com/burundi-and-rwanda-tale-of-two-leaders-and-a-continent,2140,c.html;1;Regular;Natural Death;M;1963;18dec1963;163745;39;2;19;BDI;BDI.2_1;BDI.2.14_1;.;7;.;.
BUI;Evariste Ndayishiyme;BUI_2020_1;.;18jun2020;31dec2020;2020;2020;Burundi;Gitega;Giheta;Burundi;Africa;-3;30;Giheta;3;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1968;18jun1968;163439;39;7;56;BDI;BDI.7_1;BDI.7.4_1;Degree in law;7;.;.
BUL;Zhivkov;BUL_1956_1;821ef234-1e42-11e4-b4cd-db5882bf8def;16apr1956;10nov1989;1956;1989;Bulgaria;Sofia;Pravets;Bulgaria;Europe;43;24;Pravets;1;0;Bulgarian;.;Bulgarians;.;https://neweasterneurope.eu/2019/02/25/words-matter-bulgaria-and-the-30th-anniversary-of-the-largest-ethnic-cleansing-in-cold-war-europe%EF%BB%BF/;.;2;Regular;Regular;M;1911;.;104509;37;21;195;BGR;BGR.21_1;BGR.21.18_1;.;4;.;.
BUL;Mladenov;BUL_1989_1;821f2304-1e42-11e4-b4cd-db5882bf8def;10nov1989;06jul1990;1989;1990;Bulgaria;Vidin;Gramada;Bulgaria;Europe;44;23;Toshevtsi;1;0;Bulgarian;.;Bulgarians;.;https://www.britannica.com/biography/Petar-Mladenov;https://www.nytimes.com/2000/06/12/world/petar-mladenov-bulgarian-communist-leader-63.html;3;Regular;Regular;M;1936;22aug1936;99692;37;26;243;BGR;BGR.26_1;BGR.26.6_1;Military degree;6;.;.
BUL;Lukanov;BUL_1990_1;821f2305-1e42-11e4-b4cd-db5882bf8def;06jul1990;07dec1990;1990;1990;Russia;Moscow City;Northern;Bulgaria;Europe;56;38;Moscow;3;1;Bulgarian;.;Bulgarians;.;https://www.britannica.com/biography/Andrey-Lukanov;.;3;Regular;Regular;M;1938;26sep1938;36764;188;43;1119;RUS;RUS.43_1;RUS.43.5_1;.;6;.;.
BUL;Popov;BUL_1990_2;821f2306-1e42-11e4-b4cd-db5882bf8def;07dec1990;08nov1991;1990;1991;Bulgaria;Vidin;Kula;Bulgaria;Europe;44;23;Kula;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1927;.;99237;37;26;244;BGR;BGR.26_1;BGR.26.7_1;.;6;.;.
BUL;Filip Dimitrov;BUL_1991_1;43f81000-de6a-11e5-ba44-bb6d7c1a9a58;08nov1991;30dec1992;1991;1992;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Sofia;1;0;Bulgarian;.;Bulgarians;.;http://dictionary.sensagent.com/philip%20dimitrov/en-en/;.;3;Regular;Regular;M;1955;31mar1955;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;Postgraduate degree in psychology;7;.;.
BUL;Berov;BUL_1992_1;821f2308-1e42-11e4-b4cd-db5882bf8def;30dec1992;17oct1994;1992;1994;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Sofia;1;0;Bulgarian;.;Bulgarians;.;https://www.nytimes.com/1992/12/31/world/bulgaria-accepts-premier-with-ties-to-turks.html;.;3;Regular;Regular;M;1925;.;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;.;6;.;.
BUL;Indzhova;BUL_1994_1;821f53d8-1e42-11e4-b4cd-db5882bf8def;17oct1994;25jan1995;1994;1995;Bulgaria;Sliven;Nova Zagora;Bulgaria;Europe;42;26;Nova Zagora;1;0;Bulgarian;.;Bulgarians;.;https://jia.sipa.columbia.edu/ethnic-diversity-gender-national-leaders/;.;3;Regular;Regular;F;1953;.;106209;37;19;165;BGR;BGR.19_1;BGR.19.2_1;PhD in economics;8;.;.
BUL;Videnov;BUL_1995_1;821f53d9-1e42-11e4-b4cd-db5882bf8def;25jan1995;13feb1997;1995;1997;Bulgaria;Plovdiv;Plovdiv;Bulgaria;Europe;42;25;Plovdiv;1;0;Bulgarian;.;Bulgarians;.;.;.;3;Regular;Regular;M;1959;.;107981;37;14;126;BGR;BGR.14_1;BGR.14.11_1;.;6;.;.
BUL;Sofiyanski;BUL_1997_1;821f53da-1e42-11e4-b4cd-db5882bf8def;13feb1997;21may1997;1997;1997;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Sofia;1;0;Bulgarian;.;Bulgarians;.;http://www.bioreference.net/encyclopedia/wikipedia/l/li/list_of_bulgarians.html;.;3;Regular;Regular;M;1951;.;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;Degree in statistics;6;.;.
BUL;Kostov;BUL_1997_2;821f53db-1e42-11e4-b4cd-db5882bf8def;21may1997;21jul2001;1997;2001;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Sofia;1;0;Bulgarian;.;Bulgarians;.;Fearon, Kasara and Laitin (2007);.;.;Regular;Regular;M;1949;.;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;.;8;.;.
BUL;Saksgoburggotski;BUL_2001_1;821f53dc-1e42-11e4-b4cd-db5882bf8def;24jul2001;16aug2005;2001;2005;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Sofia;1;0;German;French;Germans;French;Josef Knodt: Ferdinand der Bulgare, Bielefeld 1947, S. 47;.;2;Regular;Regular;M;1937;.;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;.;6;.;.
BUL;Stanishev;BUL_2005_1;825272da-1e42-11e4-b4cd-db5882bf8def;16aug2005;27jul2009;2005;2009;Ukraine;Kherson;Khersons'ka;Bulgaria;Europe;47;33;Kherson;1;1;at least half Russian;.;.;.;https://www.munzinger.de/search/document?index=mol-00&id=00000025427&type=text/html&query.key=8Xdo9d91&template=/publikationen/personen/document.jsp&preview=;.;2;Regular;Regular;M;1966;.;79681;240;9;220;UKR;UKR.9_1;UKR.9.10_1;.;8;.;.
BUL;Boyko Borisov;BUL_2009_1;8252a3aa-1e42-11e4-b4cd-db5882bf8def;27jul2009;13mar2013;2009;2013;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Bankya;1;0;Bulgarian;.;Bulgarians;.;https://www.munzinger.de/search/document?index=mol-00&id=00000027955&type=text/html&query.key=8652EcLn&template=/publikationen/personen/document.jsp&preview=;Brad Parks;2;Regular;Regular;M;1959;13jun1959;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;PhD in engineering;8;.;.
BUL;Raykov;BUL_2013_1;149eb209-aae0-11e4-b3bc-29f2fa19767e;13mar2013;29may2013;2013;2013;United States;District of Columbia;District of Columbia;Bulgaria;Europe;39;-77;Washington;1;1;Bulgarian;.;Bulgarians;.;https://www.novinite.com/articles/195106/Bulgarian+President+Radev+has+Approved+Marin+Raykov+as+Ambassador+to+London;.;2;Regular;Regular;M;1960;17dec1960;9136;243;9;317;USA;USA.9_1;USA.9.1_1;.;.;.;.
BUL;Oresharski;BUL_2013_2;2b3a05b1-3481-11e4-8dba-bbcd9ed46413;29may2013;05aug2014;2013;2014;Bulgaria;Kyustendil;Dupnitsa;Bulgaria;Europe;42;23;Dupnitsa;1;0;Bulgarian;.;Bulgarians;.;https://www.novinite.com/articles/150796/Who+Is+Who%3A+Bulgaria%27s+New+PM+Plamen+Oresharski;https://mybirthday.ninja/people/Plamen%20Getov/;3;Regular;Regular;M;1960;21feb1960;107089;37;8;62;BGR;BGR.8_1;BGR.8.3_1;PhD in economics;8;.;.
BUL;Bliznashki;BUL_2014_1;149ed916-aae0-11e4-b3bc-29f2fa19767e;05aug2014;07nov2014;2014;2014;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Skravena;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1956;04oct1956;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;.;.;.;.
BUL;Boyko Borisov;BUL_2014_2;8252a3aa-1e42-11e4-b4cd-db5882bf8def;07nov2014;27jan2017;2014;2017;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Bankya;1;0;Bulgarian;.;Bulgarians;.;https://www.munzinger.de/search/document?index=mol-00&id=00000027955&type=text/html&query.key=8652EcLn&template=/publikationen/personen/document.jsp&preview=;Brad Parks;2;Regular;Regular;M;1959;13jun1959;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;PhD in engineering;8;.;.
BUL;Ognyan Gerdzhikow;BUL_2017_1;.;27jan2017;04may2017;2017;2017;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Sofia;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1946;19mar1946;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;PhD in law;8;.;.
BUL;Boyko Borisov;BUL_2017_2;.;04may2017;31dec2020;2017;2020;Bulgaria;Grad Sofiya;Stolichna;Bulgaria;Europe;43;23;Bankya;1;0;Bulgarian;.;Bulgarians;.;https://www.munzinger.de/search/document?index=mol-00&id=00000027955&type=text/html&query.key=8652EcLn&template=/publikationen/personen/document.jsp&preview=;Brad Parks;2;Regular;Still in Office;M;1959;13jun1959;105344;37;5;40;BGR;BGR.5_1;BGR.5.1_1;PhD in engineering;8;.;.
CAM;Hun Sen;CAM_1985_1;824b640b-1e42-11e4-b4cd-db5882bf8def;14jan1985;21sep1993;1985;1993;Cambodia;Kâmpóng Cham;Stueng Trang;Cambodia;Asia;12;106;Steung Trang District;3;0;Khmer;.;Khmer;.;https://www.france24.com/en/20180728-hun-sen-khmer-rouge-soldier-elections-phnom-penh-cambodia;https://www.hrw.org/news/2015/01/13/cambodia-30-years-hun-sen-violence-repression;3;Regular;Regular;M;1952;05aug1952;232384;40;3;28;KHM;KHM.3_1;KHM.3.10_1;PhD in political science;8;.;.
CAM;Ranariddh;CAM_1993_1;197a8688-3bbd-11e5-afeb-eb6f07f9fec7;21sep1993;06jul1997;1993;1997;Cambodia;Phnom Penh;Phnom Penh;Cambodia;Asia;12;105;Phnom Penh;1;0;Khmer;.;Khmer;.;https://www.britannica.com/biography/Hun-Sen#ref701587;.;3;Regular;Irregular;M;1944;.;235529;40;16;102;KHM;KHM.16_1;KHM.16.3_1;.;6;.;.
CAM;Hun Sen;CAM_1997_1;824b640b-1e42-11e4-b4cd-db5882bf8def;06jul1997;31dec2020;1997;2020;Cambodia;Kâmpóng Cham;Stueng Trang;Cambodia;Asia;12;106;Steung Trang District;3;0;Khmer;.;Khmer;.;https://www.france24.com/en/20180728-hun-sen-khmer-rouge-soldier-elections-phnom-penh-cambodia;https://www.hrw.org/news/2015/01/13/cambodia-30-years-hun-sen-violence-repression;3;Irregular;Still in Office;M;1952;05aug1952;232384;40;3;28;KHM;KHM.3_1;KHM.3.10_1;PhD in political science;8;.;.
CAN;Mulroney;CAN_1984_2;81dea9c8-1e42-11e4-b4cd-db5882bf8def;17sep1984;25jun1993;1984;1993;Canada;Québec;Manicouagan;Canada;Americas;49;-68;Baie-Comeau;1;0;Irish;.;English speakers;.;https://www.thecanadianencyclopedia.ca/en/article/brian-mulroney;http://ethnicelebs.com/brian-mulroney;1;Regular;Regular;M;1939;20mar1939;5525;42;11;247;CAN;CAN.11_1;CAN.11.72_1;.;7;.;.
CAN;Kim Campbell;CAN_1993_1;81dea9c9-1e42-11e4-b4cd-db5882bf8def;25jun1993;04nov1993;1993;1993;Canada;British Columbia;Alberni-Clayoquot;Canada;Americas;49;-125;Port Alberni;1;0;Scottish;English;English speakers;.;http://www.windsorscottish.ca/pl-scp-kcampbell.php;https://ethnicelebs.com/kim-campbell;1;Regular;Regular;F;1947;.;2279;42;2;20;CAN;CAN.2_1;CAN.2.1_1;.;7;.;.
CAN;Chretien;CAN_1993_2;81dea9ca-1e42-11e4-b4cd-db5882bf8def;04nov1993;12dec2003;1993;2003;Canada;Québec;Le Centre-de-la-Mauricie;Canada;Americas;47;-73;Shawinigan;1;0;French-Canadian;English;French speakers;English speakers;http://ethnicelebs.com/jean-chretien;https://www.britannica.com/biography/Jean-Chretien;1;Regular;Regular;M;1939;.;6692;42;11;226;CAN;CAN.11_1;CAN.11.51_1;.;7;.;.
CAN;Paul Martin;CAN_2003_1;81dea9cb-1e42-11e4-b4cd-db5882bf8def;12dec2003;06feb2006;2003;2006;Canada;Ontario;Essex;Canada;Americas;42;-83;Windsor;1;0;French-Canadian;British;French speakers;English speakers;http://ethnicelebs.com/paul-martin;https://www.britannica.com/biography/Paul-Martin;1;Regular;Regular;M;1938;.;8555;42;9;128;CAN;CAN.9_1;CAN.9.9_1;.;7;.;.
CAN;Harper;CAN_2006_1;824ff7fe-1e42-11e4-b4cd-db5882bf8def;06feb2006;04nov2015;2006;2015;Canada;Ontario;Toronto;Canada;Americas;44;-79;Leaside;1;0;English-Scottish;.;English speakers;.;https://www.theglobeandmail.com/opinion/editorials/stephen-harper-scots-wha-hae-wi-referendums/article20339286/;http://ethnicelebs.com/stephen-harper;1;Regular;Regular;M;1959;30apr1959;8264;42;9;169;CAN;CAN.9_1;CAN.9.50_1;.;7;.;.
CAN;Justin Trudeau;CAN_2015_1;43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58;04nov2015;31dec2020;2015;2020;Canada;Ontario;Ottawa;Canada;Americas;45;-76;Ottawa;1;0;French-Canadian;British;French speakers;English speakers;http://ethnicelebs.com/justin-trudeau;https://www.britannica.com/biography/Justin-Trudeau;1;Regular;Still in Office;M;1971;25dec1971;7640;42;9;154;CAN;CAN.9_1;CAN.9.35_1;Bachelor´s degree in literature and education;6;.;.
CAO;Biya;CAO_1982_1;82304de9-1e42-11e4-b4cd-db5882bf8def;06nov1982;31dec2020;1982;2020;Cameroon;Sud;Dja et Lobo;Cameroon;Africa;3;12;Mvomeka'a;1;0;Beti;.;Beti (and related peoples);.;https://freedomhouse.org/report/freedom-world/2007/cameroon;http://www.allgov.com/news/us-and-the-world/dictator-of-the-month-paul-biya-of-cameroon?news=843343;1;Regular;Still in Office;M;1933;13feb1933;135810;41;10;55;CMR;CMR.10_1;CMR.10.1_1;.;6;.;.
CAP;Pires;CAP_1975_1;82290e46-1e42-11e4-b4cd-db5882bf8def;08jul1975;04apr1991;1975;1991;Cape Verde;São Filipe;.;Cap Verde;Africa;15;-24;São Filipe;2;0;.;.;.;.;.;.;.;Regular;Regular;M;1934;.;130174;43;16;.;CPV;CPV.16_1;.;.;4;GADM reports no ADM2 regions, but geo_prec=1;.
CAP;Veiga;CAP_1991_1;82290e47-1e42-11e4-b4cd-db5882bf8def;04apr1991;29jul2000;1991;2000;Cape Verde;São Vicente;.;Cap Verde;Africa;17;-25;Mindelo;1;0;Portuguese;.;.;.;Dreher et al. (2019);.;2;Regular;Regular;M;1949;.;129669;43;20;.;CPV;CPV.20_1;.;.;7;GADM reports no ADM2 regions, but geo_prec=1;.
CAP;do Rosario;CAP_2000_1;82293f1a-1e42-11e4-b4cd-db5882bf8def;29jul2000;01feb2001;2000;2001;Cape Verde;São Vicente;.;Cap Verde;Africa;17;-25;Mindelo;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1950;.;129669;43;20;.;CPV;CPV.20_1;.;.;.;GADM reports no ADM2 regions, but geo_prec=1;.
CAP;Neves;CAP_2001_1;82293f1b-1e42-11e4-b4cd-db5882bf8def;01feb2001;22apr2016;2001;2016;Cape Verde;Santa Catarina;.;Cap Verde;Africa;15;-24;Santa Catarina;2;0;Portuguese;.;.;.;Dreher et al. (2019);.;2;Regular;Regular;M;1960;28mar1960;130105;43;12;.;CPV;CPV.12_1;.;.;6;GADM reports no ADM2 regions, but geo_prec=1;.
CAP;Correia e Silva;CAP_2016_1;.;22apr2016;31dec2020;2016;2020;Cape Verde;Praia;.;Cap Verde;Africa;15;-24;Praia;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1962;04jun1962;130190;43;7;.;CPV;CPV.7_1;.;Master´s degree in economics;7;.;.
CDI;Houphouet-Boigny;CDI_1960_1;822d7168-1e42-11e4-b4cd-db5882bf8def;07aug1960;07dec1993;1960;1993;Côte d'Ivoire;Yamoussoukro;Yamoussoukro;Ivory Coast;Africa;7;-5;Yamoussoukro;1;0;Baule;.;Baule (Akan);.;https://www.independent.co.uk/news/people/obituary-felix-houphouet-boigny-1466093.html;https://growup.ethz.ch/atlas/pdf/Cote%20d%27Ivoire.pdf;1;Regular;Natural Death;M;1905;18oct1905;134347;57;13;31;CIV;CIV.13_1;CIV.13.1_1;.;8;.;.
CDI;Konan Bedie;CDI_1993_1;822da23a-1e42-11e4-b4cd-db5882bf8def;07dec1993;25dec1999;1993;1999;Côte d'Ivoire;Lacs;Iffou;Ivory Coast;Africa;8;-4;Dadiékro;1;0;Baule;.;Baule (Akan);.;https://www.britannica.com/place/Cote-dIvoire/Cote-dIvoire-since-independence#ref1002846;https://hal.archives-ouvertes.fr/hal-01288423/document;1;Regular;Irregular;M;1934;.;133926;57;6;12;CIV;CIV.6_1;CIV.6.2_1;.;8;.;.
CDI;Guei;CDI_1999_1;822da23b-1e42-11e4-b4cd-db5882bf8def;25dec1999;25oct2000;1999;2000;Côte d'Ivoire;Montagnes;Tonkpi;Ivory Coast;Africa;8;-8;Kabakouma;1;0;Yacouba;.;Southern Mande;.;https://growup.ethz.ch/atlas/pdf/Cote%20d%27Ivoire.pdf;https://www.hrw.org/reports/2003/cotedivoire0803/6.htm;1;Irregular;Irregular;M;1941;16mar1941;133810;57;8;20;CIV;CIV.8_1;CIV.8.3_1;.;6;.;.
CDI;Laurent Gbagbo;CDI_2000_1;822dd30e-1e42-11e4-b4cd-db5882bf8def;26oct2000;11apr2011;2000;2011;Côte d'Ivoire;Gôh-Djiboua;Gôh;Ivory Coast;Africa;6;-6;Gagnoa;1;0;Bété;.;Kru;.;http://www.lse.ac.uk/international-development/Assets/Documents/PDFs/Working-Papers/WP188.pdf;https://growup.ethz.ch/atlas/pdf/Cote%20d'Ivoire.pdf;1;Irregular;Irregular;M;1945;31may1945;134773;57;5;9;CIV;CIV.5_1;CIV.5.1_1;.;8;.;.
CDI;Ouattara;CDI_2011_1;825366fc-1e42-11e4-b4cd-db5882bf8def;11apr2011;31dec2020;2011;2020;Côte d'Ivoire;Lacs;N'zi;Ivory Coast;Africa;7;-5;Dimbokro;1;0;Dioula;.;Northerners (Mande and Voltaic/Gur);.;https://www.ijmonitor.org/laurent-koudou-gbagbo-charles-ble-goude-whos-who/;https://www.lexpress.fr/actualites/2/alassane-ouattara-face-aux-memes-obstacles_940479.html;1;Irregular;Still in Office;M;1942;01jan1942;134325;57;6;14;CIV;CIV.6_1;CIV.6.4_1;.;8;.;Dioula (sub-group of MandÃ©/MalinkÃ©)
CEN;Kolingba;CEN_1981_1;82311138-1e42-11e4-b4cd-db5882bf8def;01sep1981;22oct1993;1981;1993;Central African Republic;Bangui;Bangui;Central African Republic;Africa;4;19;Bangui;1;0;Ngbandi;.;Yakoma;.;https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=15&ved=2ahUKEwi1scaZ-ejhAhWkxoUKHcBbAQsQFjAOegQIARAC&url=https%3A%2F%2Fwww.systemicpeace.org%2Fpolity%2FCentralAfricanRep2010.pdf&usg=AOvVaw0KEyoCs3kh23bkh5tzUdpv;http://www.thenewhumanitarian.org/news/2003/10/07/former-leader-andre-kolingba-apologises-nation;1;Irregular;Regular;M;1935;12aug1935;135353;46;2;3;CAF;CAF.2_1;CAF.2.1_1;.;3;.;.
CEN;Patasse;CEN_1993_1;82311139-1e42-11e4-b4cd-db5882bf8def;22oct1993;15mar2003;1993;2003;Central African Republic;Ouham-Pendé;Paoua;Central African Republic;Africa;7;16;Paoua;1;0;Sara;.;Sara;.;https://www.theguardian.com/world/2011/jun/14/ange-felix-patasse-obituary;http://www.der-ueberblick.de/ueberblick.archiv/one.ueberblick.article/ueberblick036f.html?entry=page.200303.017;1;Regular;Irregular;M;1937;25jan1937;133948;46;14;42;CAF;CAF.14_1;CAF.14.3_1;.;6;.;.
